Test Type,Port Number / Nameserver,Result of Test
Port Egress,48495,open
Port Egress,48497,open
Port Egress,48496,open
Port Egress,48499,open
Port Egress,48498,open
Port Egress,48500,open
Port Egress,48501,open
Port Egress,48502,open
Port Egress,48503,open
Port Egress,48504,open
Port Egress,48505,open
Port Egress,48506,open
Port Egress,48507,open
Port Egress,48509,open
Port Egress,48508,open
Port Egress,48510,open
Port Egress,48511,open
Port Egress,48512,open
Port Egress,48513,open
Port Egress,48514,open
Port Egress,48515,open
Port Egress,48516,open
Port Egress,48517,open
Port Egress,48518,open
Port Egress,48519,open
Port Egress,48520,open
Port Egress,48521,open
Port Egress,48523,open
Port Egress,48522,open
Port Egress,48524,open
Port Egress,48525,open
Port Egress,48527,open
Port Egress,48526,open
Port Egress,48528,open
Port Egress,48529,open
Port Egress,48530,open
Port Egress,48531,open
Port Egress,48532,open
Port Egress,48533,open
Port Egress,48534,open
Port Egress,48536,open
Port Egress,48535,open
Port Egress,48537,open
Port Egress,48538,open
Port Egress,48539,open
Port Egress,48540,open
Port Egress,48541,open
Port Egress,48542,open
Port Egress,48544,open
Port Egress,48543,open
Port Egress,48545,open
Port Egress,48547,open
Port Egress,48546,open
Port Egress,48548,open
Port Egress,48549,open
Port Egress,48550,open
Port Egress,48551,open
Port Egress,48552,open
Port Egress,48553,open
Port Egress,48554,open
Port Egress,48555,open
Port Egress,48556,open
Port Egress,48557,open
Port Egress,48558,open
Port Egress,48559,open
Port Egress,48560,open
Port Egress,48561,open
Port Egress,48562,open
Port Egress,48563,open
Port Egress,48564,open
Port Egress,48565,open
Port Egress,48566,open
Port Egress,48567,open
Port Egress,48569,open
Port Egress,48568,open
Port Egress,48570,open
Port Egress,48571,open
Port Egress,48572,open
Port Egress,48573,open
Port Egress,48574,open
Port Egress,48575,open
Port Egress,48576,open
Port Egress,48577,open
Port Egress,48578,open
Port Egress,48579,open
Port Egress,48580,open
Port Egress,48582,open
Port Egress,48581,open
Port Egress,48583,open
Port Egress,48585,open
Port Egress,48584,open
Port Egress,48586,open
Port Egress,48587,open
Port Egress,48588,open
Port Egress,48590,open
Port Egress,48589,open
Port Egress,48591,open
Port Egress,48592,open
Port Egress,48593,open
Port Egress,48594,open
Port Egress,48595,open
Port Egress,48596,open
Port Egress,48598,open
Port Egress,48597,open
Port Egress,48599,open
Port Egress,48600,open
Port Egress,48601,open
Port Egress,48602,open
Port Egress,48603,open
Port Egress,48604,open
Port Egress,48605,open
Port Egress,48606,open
Port Egress,48607,open
Port Egress,48608,open
Port Egress,48609,open
Port Egress,48611,open
Port Egress,48610,open
Port Egress,48612,open
Port Egress,48613,open
Port Egress,48614,open
Port Egress,48616,open
Port Egress,48615,open
Port Egress,48617,open
Port Egress,48620,open
Port Egress,48619,open
Port Egress,48618,open
Port Egress,48621,open
Port Egress,48622,open
Port Egress,48624,open
Port Egress,48623,open
Port Egress,48625,open
Port Egress,48626,open
Port Egress,48627,open
Port Egress,48628,open
Port Egress,48630,open
Port Egress,48629,open
Port Egress,48631,open
Port Egress,48632,open
Port Egress,48633,open
Port Egress,48634,open
Port Egress,48636,open
Port Egress,48635,open
Port Egress,48637,open
Port Egress,48638,open
Port Egress,48639,open
Port Egress,48640,open
Port Egress,48641,open
Port Egress,48642,open
Port Egress,48643,open
Port Egress,48644,open
Port Egress,48645,open
Port Egress,48646,open
Port Egress,48647,open
Port Egress,48648,open
Port Egress,48649,open
Port Egress,48650,open
Port Egress,48651,open
Port Egress,48652,open
Port Egress,48653,open
Port Egress,48654,open
Port Egress,48655,open
Port Egress,48656,open
Port Egress,48657,open
Port Egress,48658,open
Port Egress,48659,open
Port Egress,48660,open
Port Egress,48661,open
Port Egress,48662,open
Port Egress,48663,open
Port Egress,48664,open
Port Egress,48665,open
Port Egress,48667,open
Port Egress,48666,open
Port Egress,48668,open
Port Egress,48670,open
Port Egress,48669,open
Port Egress,48671,open
Port Egress,48672,open
Port Egress,48673,open
Port Egress,48674,open
Port Egress,48675,open
Port Egress,48677,open
Port Egress,48676,open
Port Egress,48678,open
Port Egress,48679,open
Port Egress,48680,open
Port Egress,48682,open
Port Egress,48681,open
Port Egress,48683,open
Port Egress,48685,open
Port Egress,48684,open
Port Egress,48686,open
Port Egress,48687,open
Port Egress,48688,open
Port Egress,48689,open
Port Egress,48690,open
Port Egress,48691,open
Port Egress,48692,open
Port Egress,48693,open
Port Egress,48694,open
Port Egress,48695,open
Port Egress,48696,open
Port Egress,48697,open
Port Egress,48698,open
Port Egress,48699,open
Port Egress,48700,open
Port Egress,48701,open
Port Egress,48702,open
Port Egress,48703,open
Port Egress,48705,open
Port Egress,48704,open
Port Egress,48706,open
Port Egress,48707,open
Port Egress,48708,open
Port Egress,48709,open
Port Egress,48710,open
Port Egress,48711,open
Port Egress,48713,open
Port Egress,48714,open
Port Egress,48712,open
Port Egress,48715,open
Port Egress,48716,open
Port Egress,48717,open
Port Egress,48718,open
Port Egress,48719,open
Port Egress,48720,open
Port Egress,48721,open
Port Egress,48722,open
Port Egress,48724,open
Port Egress,48723,open
Port Egress,48726,open
Port Egress,48725,open
Port Egress,48727,open
Port Egress,48728,open
Port Egress,48729,open
Port Egress,48730,open
Port Egress,48731,open
Port Egress,48732,open
Port Egress,48733,open
Port Egress,48734,open
Port Egress,48735,open
Port Egress,48736,open
Port Egress,48737,open
Port Egress,48738,open
Port Egress,48739,open
Port Egress,48740,open
Port Egress,48741,open
Port Egress,48742,open
Port Egress,48743,open
Port Egress,48744,open
Port Egress,48745,open
Port Egress,48746,open
Port Egress,48747,open
Port Egress,48748,open
Port Egress,48749,open
Port Egress,48751,open
Port Egress,48750,open
Port Egress,48752,open
Port Egress,48753,open
Port Egress,48754,open
Port Egress,48755,open
Port Egress,48756,open
Port Egress,48757,open
Port Egress,48758,open
Port Egress,48759,open
Port Egress,48762,open
Port Egress,48760,open
Port Egress,48761,open
Port Egress,48763,open
Port Egress,48764,open
Port Egress,48765,open
Port Egress,48766,open
Port Egress,48768,open
Port Egress,48767,open
Port Egress,48769,open
Port Egress,48770,open
Port Egress,48771,open
Port Egress,48772,open
Port Egress,48773,open
Port Egress,48775,open
Port Egress,48776,open
Port Egress,48774,open
Port Egress,48777,open
Port Egress,48778,open
Port Egress,48779,open
Port Egress,48780,open
Port Egress,48781,open
Port Egress,48782,open
Port Egress,48783,open
Port Egress,48784,open
Port Egress,48785,open
Port Egress,48786,open
Port Egress,48788,open
Port Egress,48789,open
Port Egress,48787,open
Port Egress,48790,open
Port Egress,48791,open
Port Egress,48792,open
Port Egress,48793,open
Port Egress,48794,open
Port Egress,48795,open
Port Egress,48796,open
Port Egress,48797,open
Port Egress,48798,open
Port Egress,48800,open
Port Egress,48799,open
Port Egress,48801,open
Port Egress,48802,open
Port Egress,48803,open
Port Egress,48804,open
Port Egress,48805,open
Port Egress,48806,open
Port Egress,48807,open
Port Egress,48809,open
Port Egress,48808,open
Port Egress,48810,open
Port Egress,48811,open
Port Egress,48812,open
Port Egress,48813,open
Port Egress,48814,open
Port Egress,48815,open
Port Egress,48816,open
Port Egress,48817,open
Port Egress,48818,open
Port Egress,48819,open
Port Egress,48820,open
Port Egress,48822,open
Port Egress,48821,open
Port Egress,48823,open
Port Egress,48824,open
Port Egress,48825,open
Port Egress,48827,open
Port Egress,48826,open
Port Egress,48829,open
Port Egress,48828,open
Port Egress,48830,open
Port Egress,48831,open
Port Egress,48832,open
Port Egress,48833,open
Port Egress,48834,open
Port Egress,48835,open
Port Egress,48836,open
Port Egress,48837,open
Port Egress,48838,open
Port Egress,48839,open
Port Egress,48840,open
Port Egress,48841,open
Port Egress,48842,open
Port Egress,48843,open
Port Egress,48844,open
Port Egress,48845,open
Port Egress,48846,open
Port Egress,48847,open
Port Egress,48848,open
Port Egress,48849,open
Port Egress,48850,open
Port Egress,48851,open
Port Egress,48852,open
Port Egress,48853,open
Port Egress,48854,open
Port Egress,48855,open
Port Egress,48856,open
Port Egress,48857,open
Port Egress,48858,open
Port Egress,48859,open
Port Egress,48860,open
Port Egress,48861,open
Port Egress,48862,open
Port Egress,48863,open
Port Egress,48864,open
Port Egress,48865,open
Port Egress,48866,open
Port Egress,48867,open
Port Egress,48868,open
Port Egress,48869,open
Port Egress,48870,open
Port Egress,48872,open
Port Egress,48871,open
Port Egress,48873,open
Port Egress,48874,open
Port Egress,48875,open
Port Egress,48876,open
Port Egress,48877,open
Port Egress,48878,open
Port Egress,48879,open
Port Egress,48880,open
Port Egress,48881,open
Port Egress,48882,open
Port Egress,48883,open
Port Egress,48884,open
Port Egress,48885,open
Port Egress,48886,open
Port Egress,48887,open
Port Egress,48888,open
Port Egress,48890,open
Port Egress,48889,open
Port Egress,48891,open
Port Egress,48892,open
Port Egress,48893,open
Port Egress,48894,open
Port Egress,48895,open
Port Egress,48896,open
Port Egress,48898,open
Port Egress,48899,open
Port Egress,48900,open
Port Egress,48901,open
Port Egress,48902,open
Port Egress,48903,open
Port Egress,48904,open
Port Egress,48905,open
Port Egress,48906,open
Port Egress,48907,open
Port Egress,48908,open
Port Egress,48909,open
Port Egress,48910,open
Port Egress,48911,open
Port Egress,48912,open
Port Egress,48913,open
Port Egress,48914,open
Port Egress,48915,open
Port Egress,48916,open
Port Egress,48917,open
Port Egress,48919,open
Port Egress,48918,open
Port Egress,48920,open
Port Egress,48921,open
Port Egress,48923,open
Port Egress,48922,open
Port Egress,48924,open
Port Egress,48926,open
Port Egress,48925,open
Port Egress,48928,open
Port Egress,48929,open
Port Egress,48927,open
Port Egress,48930,open
Port Egress,48933,open
Port Egress,48931,open
Port Egress,48932,open
Port Egress,48935,open
Port Egress,48934,open
Port Egress,48936,open
Port Egress,48937,open
Port Egress,48938,open
Port Egress,48939,open
Port Egress,48940,open
Port Egress,48941,open
Port Egress,48942,open
Port Egress,48943,open
Port Egress,48944,open
Port Egress,48945,open
Port Egress,48946,open
Port Egress,48947,open
Port Egress,48948,open
Port Egress,48949,open
Port Egress,48950,open
Port Egress,48951,open
Port Egress,48952,open
Port Egress,48953,open
Port Egress,48954,open
Port Egress,48955,open
Port Egress,48956,open
Port Egress,48957,open
Port Egress,48958,open
Port Egress,48959,open
Port Egress,48960,open
Port Egress,48962,open
Port Egress,48961,open
Port Egress,48963,open
Port Egress,48964,open
Port Egress,48965,open
Port Egress,48966,open
Port Egress,48968,open
Port Egress,48967,open
Port Egress,48970,open
Port Egress,48971,open
Port Egress,48969,open
Port Egress,48972,open
Port Egress,48973,open
Port Egress,48974,open
Port Egress,48975,open
Port Egress,48976,open
Port Egress,48977,open
Port Egress,48978,open
Port Egress,48979,open
Port Egress,48980,open
Port Egress,48981,open
Port Egress,48982,open
Port Egress,48983,open
Port Egress,48984,open
Port Egress,48986,open
Port Egress,48987,open
Port Egress,48985,open
Port Egress,48988,open
Port Egress,48991,open
Port Egress,48990,open
Port Egress,48992,open
Port Egress,48993,open
Port Egress,48994,open
Port Egress,48995,open
Port Egress,48996,open
Port Egress,48897,open
Port Egress,48997,open
Port Egress,48998,open
Port Egress,49001,open
Port Egress,48999,open
Port Egress,49000,open
Port Egress,49002,open
Port Egress,49003,open
Port Egress,49004,open
Port Egress,49005,open
Port Egress,49006,open
Port Egress,49007,open
Port Egress,49008,open
Port Egress,49009,open
Port Egress,49010,open
Port Egress,49011,open
Port Egress,49012,open
Port Egress,49013,open
Port Egress,49014,open
Port Egress,49016,open
Port Egress,49015,open
Port Egress,49017,open
Port Egress,49018,open
Port Egress,49020,open
Port Egress,49019,open
Port Egress,49021,open
Port Egress,49022,open
Port Egress,49023,open
Port Egress,49024,open
Port Egress,49025,open
Port Egress,49026,open
Port Egress,49027,open
Port Egress,49028,open
Port Egress,49029,open
Port Egress,49030,open
Port Egress,49032,open
Port Egress,49031,open
Port Egress,49033,open
Port Egress,49034,open
Port Egress,49037,open
Port Egress,49036,open
Port Egress,49035,open
Port Egress,49038,open
Port Egress,49039,open
Port Egress,49040,open
Port Egress,49042,open
Port Egress,49041,open
Port Egress,49043,open
Port Egress,49045,open
Port Egress,49044,open
Port Egress,49047,open
Port Egress,49046,open
Port Egress,49048,open
Port Egress,49049,open
Port Egress,49050,open
Port Egress,49051,open
Port Egress,49052,open
Port Egress,49053,open
Port Egress,49054,open
Port Egress,49055,open
Port Egress,49056,open
Port Egress,49058,open
Port Egress,49057,open
Port Egress,49059,open
Port Egress,49061,open
Port Egress,49060,open
Port Egress,49063,open
Port Egress,49062,open
Port Egress,49064,open
Port Egress,49065,open
Port Egress,49066,open
Port Egress,49067,open
Port Egress,49068,open
Port Egress,49069,open
Port Egress,49070,open
Port Egress,49071,open
Port Egress,49072,open
Port Egress,49073,open
Port Egress,49074,open
Port Egress,49075,open
Port Egress,49077,open
Port Egress,49076,open
Port Egress,49078,open
Port Egress,49079,open
Port Egress,49080,open
Port Egress,49081,open
Port Egress,49083,open
Port Egress,49082,open
Port Egress,49084,open
Port Egress,49085,open
Port Egress,49086,open
Port Egress,49087,open
Port Egress,49088,open
Port Egress,49089,open
Port Egress,49090,open
Port Egress,48989,open
Port Egress,49092,open
Port Egress,49091,open
Port Egress,49093,open
Port Egress,49095,open
Port Egress,49094,open
Port Egress,49096,open
Port Egress,49098,open
Port Egress,49099,open
Port Egress,49097,open
Port Egress,49100,open
Port Egress,49101,open
Port Egress,49103,open
Port Egress,49102,open
Port Egress,49104,open
Port Egress,49105,open
Port Egress,49106,open
Port Egress,49107,open
Port Egress,49108,open
Port Egress,49109,open
Port Egress,49111,open
Port Egress,49110,open
Port Egress,49112,open
Port Egress,49113,open
Port Egress,49114,open
Port Egress,49116,open
Port Egress,49115,open
Port Egress,49117,open
Port Egress,49118,open
Port Egress,49119,open
Port Egress,49120,open
Port Egress,49121,open
Port Egress,49122,open
Port Egress,49123,open
Port Egress,49124,open
Port Egress,49125,open
Port Egress,49126,open
Port Egress,49127,open
Port Egress,49128,open
Port Egress,49130,open
Port Egress,49129,open
Port Egress,49131,open
Port Egress,49132,open
Port Egress,49133,open
Port Egress,49134,open
Port Egress,49135,open
Port Egress,49136,open
Port Egress,49137,open
Port Egress,49138,open
Port Egress,49140,open
Port Egress,49139,open
Port Egress,49141,open
Port Egress,49142,open
Port Egress,49143,open
Port Egress,49144,open
Port Egress,49145,open
Port Egress,49146,open
Port Egress,49147,open
Port Egress,49148,open
Port Egress,49149,open
Port Egress,49150,open
Port Egress,49151,open
Port Egress,49152,open
Port Egress,49153,open
Port Egress,49154,open
Port Egress,49155,open
Port Egress,49156,open
Port Egress,49157,open
Port Egress,49158,open
Port Egress,49160,open
Port Egress,49159,open
Port Egress,49161,open
Port Egress,49162,open
Port Egress,49163,open
Port Egress,49164,open
Port Egress,49165,open
Port Egress,49166,open
Port Egress,49167,open
Port Egress,49168,open
Port Egress,49169,open
Port Egress,49170,open
Port Egress,49171,open
Port Egress,49172,open
Port Egress,49173,open
Port Egress,49174,open
Port Egress,49175,open
Port Egress,49176,open
Port Egress,49177,open
Port Egress,49178,open
Port Egress,49179,open
Port Egress,49180,open
Port Egress,49181,open
